State,clust_n,breaks
OR,105,breaks5
OR,108,breaks1
OR,108,breaks2
OR,108,breaks3
OR,108,breaks4
OR,108,breaks5
OR,109,breaks1
OR,109,breaks2
OR,109,breaks3
OR,109,breaks4
OR,109,breaks5
OR,112,breaks1
OR,112,breaks2
OR,112,breaks3
OR,112,breaks4
OR,112,breaks5
OR,125,breaks1
OR,125,breaks2
OR,125,breaks3
OR,125,breaks4
OR,125,breaks5
OR,126,breaks1
OR,126,breaks2
OR,126,breaks3
OR,126,breaks4
OR,126,breaks5
OR,127,breaks1
OR,127,breaks2
OR,127,breaks3
OR,127,breaks4
OR,127,breaks5
OR,128,breaks1
OR,128,breaks2
OR,128,breaks3
OR,128,breaks4
OR,128,breaks5
OR,129,breaks1
OR,129,breaks2
OR,129,breaks3
OR,129,breaks4
OR,129,breaks5
OR,132,breaks1
OR,132,breaks2
OR,132,breaks3
OR,132,breaks4
OR,132,breaks5
OR,133,breaks1
OR,133,breaks2
OR,133,breaks3
OR,133,breaks4
OR,133,breaks5
OR,134,breaks1
OR,134,breaks2
OR,134,breaks3
OR,134,breaks4
OR,134,breaks5
OR,135,breaks1
OR,135,breaks2
OR,135,breaks3
OR,135,breaks4
OR,135,breaks5
OR,136,breaks1
OR,136,breaks2
OR,136,breaks3
OR,136,breaks4
OR,136,breaks5
OR,137,breaks1
OR,137,breaks2
OR,137,breaks3
OR,137,breaks4
OR,137,breaks5
OR,141,breaks1
OR,141,breaks2
OR,141,breaks3
OR,141,breaks4
OR,141,breaks5
OR,144,breaks1
OR,144,breaks2
OR,144,breaks3
OR,144,breaks4
OR,144,breaks5
OR,145,breaks1
OR,145,breaks2
OR,145,breaks3
OR,145,breaks4
OR,145,breaks5
OR,146,breaks1
OR,146,breaks2
OR,146,breaks3
OR,146,breaks4
OR,146,breaks5
OR,147,breaks1
OR,147,breaks2
OR,147,breaks3
OR,147,breaks4
OR,147,breaks5
OR,148,breaks1
OR,148,breaks2
OR,148,breaks3
OR,148,breaks4
OR,148,breaks5
OR,151,breaks1
OR,151,breaks2
OR,151,breaks3
OR,151,breaks4
OR,151,breaks5
OR,152,breaks1
OR,152,breaks2
OR,152,breaks3
OR,152,breaks4
OR,152,breaks5
OR,160,breaks1
OR,160,breaks2
OR,160,breaks3
OR,160,breaks4
OR,160,breaks5
OR,165,breaks1
OR,165,breaks2
OR,165,breaks3
OR,165,breaks4
OR,165,breaks5
OR,169,breaks1
OR,169,breaks2
OR,169,breaks3
OR,169,breaks4
OR,169,breaks5
OR,171,breaks1
OR,171,breaks2
OR,171,breaks3
OR,171,breaks4
OR,171,breaks5
OR,172,breaks1
OR,172,breaks2
OR,172,breaks3
OR,172,breaks4
OR,172,breaks5
OR,174,breaks1
OR,174,breaks2
OR,174,breaks3
OR,174,breaks4
OR,174,breaks5
OR,175,breaks1
OR,175,breaks2
OR,175,breaks3
OR,175,breaks4
OR,175,breaks5
OR,188,breaks1
OR,188,breaks2
OR,188,breaks3
OR,188,breaks4
OR,188,breaks5
OR,189,breaks1
OR,189,breaks2
OR,189,breaks3
OR,189,breaks4
OR,189,breaks5
OR,190,breaks1
OR,190,breaks2
OR,190,breaks3
OR,190,breaks4
OR,190,breaks5
OR,211,breaks1
OR,211,breaks2
OR,211,breaks3
OR,211,breaks4
OR,211,breaks5
OR,215,breaks1
OR,215,breaks2
OR,215,breaks3
OR,215,breaks4
OR,215,breaks5
OR,222,breaks1
OR,222,breaks2
OR,222,breaks3
OR,222,breaks4
OR,222,breaks5
OR,223,breaks1
OR,223,breaks2
OR,223,breaks3
OR,223,breaks4
OR,223,breaks5
OR,224,breaks1
OR,224,breaks2
OR,224,breaks3
OR,224,breaks4
OR,224,breaks5
OR,225,breaks1
OR,225,breaks2
OR,225,breaks3
OR,225,breaks4
OR,225,breaks5
OR,229,breaks1
OR,229,breaks2
OR,229,breaks3
OR,229,breaks4
OR,229,breaks5
OR,235,breaks1
OR,235,breaks2
OR,235,breaks3
OR,235,breaks4
OR,235,breaks5
OR,242,breaks1
OR,242,breaks2
OR,242,breaks3
OR,242,breaks4
OR,242,breaks5
OR,244,breaks1
OR,244,breaks2
OR,244,breaks3
OR,244,breaks4
OR,244,breaks5
OR,247,breaks1
OR,247,breaks2
OR,247,breaks3
OR,247,breaks4
OR,247,breaks5
OR,250,breaks1
OR,250,breaks2
OR,250,breaks3
OR,250,breaks4
OR,250,breaks5
OR,251,breaks1
OR,251,breaks2
OR,251,breaks3
OR,251,breaks4
OR,251,breaks5
OR,253,breaks1
OR,253,breaks2
OR,253,breaks3
OR,253,breaks4
OR,253,breaks5
OR,254,breaks1
OR,254,breaks2
OR,254,breaks3
OR,254,breaks4
OR,254,breaks5
OR,256,breaks1
OR,256,breaks2
OR,256,breaks3
OR,256,breaks4
OR,256,breaks5
OR,257,breaks1
OR,257,breaks2
OR,257,breaks3
OR,257,breaks4
OR,257,breaks5
OR,259,breaks1
OR,259,breaks2
OR,259,breaks3
OR,259,breaks4
OR,259,breaks5
OR,265,breaks1
OR,265,breaks2
OR,265,breaks3
OR,265,breaks4
OR,265,breaks5
OR,268,breaks1
OR,268,breaks2
OR,268,breaks3
OR,268,breaks4
OR,268,breaks5
OR,269,breaks1
OR,269,breaks2
OR,269,breaks3
OR,269,breaks4
OR,269,breaks5
OR,270,breaks1
OR,270,breaks2
OR,270,breaks3
OR,270,breaks4
OR,270,breaks5
OR,279,breaks1
OR,279,breaks2
OR,279,breaks3
OR,279,breaks4
OR,279,breaks5
OR,280,breaks1
OR,280,breaks2
OR,280,breaks3
OR,280,breaks4
OR,280,breaks5
OR,282,breaks1
OR,282,breaks2
OR,282,breaks3
OR,282,breaks4
OR,282,breaks5
OR,283,breaks1
OR,283,breaks2
OR,283,breaks3
OR,283,breaks4
OR,283,breaks5
OR,289,breaks1
OR,289,breaks2
OR,289,breaks3
OR,289,breaks4
OR,289,breaks5
OR,290,breaks1
OR,290,breaks2
OR,290,breaks3
OR,290,breaks4
OR,290,breaks5
OR,292,breaks1
OR,292,breaks2
OR,292,breaks3
OR,292,breaks4
OR,292,breaks5
OR,295,breaks1
OR,295,breaks2
OR,295,breaks3
OR,295,breaks4
OR,295,breaks5
OR,296,breaks1
OR,296,breaks2
OR,296,breaks3
OR,296,breaks4
OR,296,breaks5
OR,304,breaks1
OR,304,breaks2
OR,304,breaks3
OR,304,breaks4
OR,304,breaks5
OR,308,breaks1
OR,308,breaks2
OR,308,breaks3
OR,308,breaks4
OR,308,breaks5
OR,312,breaks1
OR,312,breaks2
OR,312,breaks3
OR,312,breaks4
OR,312,breaks5
OR,325,breaks1
OR,325,breaks2
OR,325,breaks3
OR,325,breaks4
OR,325,breaks5
OR,326,breaks1
OR,326,breaks2
OR,326,breaks3
OR,326,breaks4
OR,326,breaks5
OR,327,breaks1
OR,327,breaks2
OR,327,breaks3
OR,327,breaks4
OR,327,breaks5
OR,328,breaks1
OR,328,breaks2
OR,328,breaks3
OR,328,breaks4
OR,328,breaks5
OR,330,breaks1
OR,330,breaks2
OR,330,breaks3
OR,330,breaks4
OR,330,breaks5
OR,338,breaks1
OR,338,breaks2
OR,338,breaks3
OR,338,breaks4
OR,338,breaks5
OR,341,breaks1
OR,341,breaks2
OR,341,breaks3
OR,341,breaks4
OR,341,breaks5
OR,342,breaks1
OR,342,breaks2
OR,342,breaks3
OR,342,breaks4
OR,342,breaks5
OR,343,breaks1
OR,343,breaks2
OR,343,breaks3
OR,343,breaks4
OR,343,breaks5
OR,344,breaks1
OR,344,breaks2
OR,344,breaks3
OR,344,breaks4
OR,344,breaks5
OR,347,breaks1
OR,347,breaks2
OR,347,breaks3
OR,347,breaks4
OR,347,breaks5
OR,354,breaks1
OR,354,breaks2
OR,354,breaks3
OR,354,breaks4
OR,354,breaks5
OR,355,breaks1
OR,355,breaks2
OR,355,breaks3
OR,355,breaks4
OR,355,breaks5
OR,356,breaks1
OR,356,breaks2
OR,356,breaks3
OR,356,breaks4
OR,356,breaks5
OR,357,breaks1
OR,357,breaks2
OR,357,breaks3
OR,357,breaks4
OR,357,breaks5
OR,358,breaks1
OR,358,breaks2
OR,358,breaks3
OR,358,breaks4
OR,358,breaks5
OR,368,breaks1
OR,368,breaks2
OR,368,breaks3
OR,368,breaks4
OR,368,breaks5
OR,370,breaks1
OR,370,breaks2
OR,370,breaks3
OR,370,breaks4
OR,370,breaks5
OR,371,breaks1
OR,371,breaks2
OR,371,breaks3
OR,371,breaks4
OR,371,breaks5
OR,372,breaks1
OR,372,breaks2
OR,372,breaks3
OR,372,breaks4
OR,372,breaks5
OR,375,breaks1
OR,375,breaks2
OR,375,breaks3
OR,375,breaks4
OR,375,breaks5
OR,378,breaks1
OR,378,breaks2
OR,378,breaks3
OR,378,breaks4
OR,378,breaks5
OR,382,breaks1
OR,382,breaks2
OR,382,breaks3
OR,382,breaks4
OR,382,breaks5
OR,386,breaks1
OR,386,breaks2
OR,386,breaks3
OR,386,breaks4
OR,386,breaks5
OR,388,breaks1
OR,388,breaks2
OR,388,breaks3
OR,388,breaks4
OR,388,breaks5
OR,390,breaks1
OR,390,breaks2
OR,390,breaks3
OR,390,breaks4
OR,390,breaks5
OR,392,breaks1
OR,392,breaks2
OR,392,breaks3
OR,392,breaks4
OR,392,breaks5
OR,395,breaks1
OR,395,breaks2
OR,395,breaks3
OR,395,breaks4
OR,395,breaks5
OR,396,breaks1
OR,396,breaks2
OR,396,breaks3
OR,396,breaks4
OR,396,breaks5
OR,397,breaks1
OR,397,breaks2
OR,397,breaks3
OR,397,breaks4
OR,397,breaks5
OR,398,breaks1
OR,398,breaks2
OR,398,breaks3
OR,398,breaks4
OR,398,breaks5
OR,403,breaks1
OR,403,breaks2
OR,403,breaks3
OR,403,breaks4
OR,403,breaks5
OR,404,breaks1
OR,404,breaks2
OR,404,breaks3
OR,404,breaks4
OR,404,breaks5
OR,411,breaks1
OR,411,breaks2
OR,411,breaks3
OR,411,breaks4
OR,411,breaks5
OR,420,breaks1
OR,420,breaks2
OR,420,breaks3
OR,420,breaks4
OR,420,breaks5
OR,421,breaks1
OR,421,breaks2
OR,421,breaks3
OR,421,breaks4
OR,421,breaks5
OR,422,breaks1
OR,422,breaks2
OR,422,breaks3
OR,422,breaks4
OR,422,breaks5
OR,423,breaks1
OR,423,breaks2
OR,423,breaks3
OR,423,breaks4
OR,423,breaks5
OR,424,breaks1
OR,424,breaks2
OR,424,breaks3
OR,424,breaks4
OR,424,breaks5
OR,425,breaks1
OR,425,breaks2
OR,425,breaks3
OR,425,breaks4
OR,425,breaks5
OR,426,breaks1
OR,426,breaks2
OR,426,breaks3
OR,426,breaks4
OR,426,breaks5
OR,440,breaks1
OR,440,breaks2
OR,440,breaks3
OR,440,breaks4
OR,440,breaks5
OR,447,breaks1
OR,447,breaks2
OR,447,breaks3
OR,447,breaks4
OR,447,breaks5
OR,448,breaks1
OR,448,breaks2
OR,448,breaks3
OR,448,breaks4
OR,448,breaks5
OR,449,breaks1
OR,449,breaks2
OR,449,breaks3
OR,449,breaks4
OR,449,breaks5
OR,451,breaks1
OR,451,breaks2
OR,451,breaks3
OR,451,breaks4
OR,451,breaks5
OR,454,breaks1
OR,454,breaks2
OR,454,breaks3
OR,454,breaks4
OR,454,breaks5
OR,456,breaks1
OR,456,breaks2
OR,456,breaks3
OR,456,breaks4
OR,456,breaks5
OR,464,breaks1
OR,464,breaks2
OR,464,breaks3
OR,464,breaks4
OR,464,breaks5
OR,467,breaks1
OR,467,breaks2
OR,467,breaks3
OR,467,breaks4
OR,467,breaks5
OR,468,breaks1
OR,468,breaks2
OR,468,breaks3
OR,468,breaks4
OR,468,breaks5
OR,469,breaks1
OR,469,breaks2
OR,469,breaks3
OR,469,breaks4
OR,469,breaks5
OR,474,breaks1
OR,474,breaks2
OR,474,breaks3
OR,474,breaks4
OR,474,breaks5
OR,475,breaks1
OR,475,breaks2
OR,475,breaks3
OR,475,breaks4
OR,475,breaks5
OR,476,breaks1
OR,476,breaks2
OR,476,breaks3
OR,476,breaks4
OR,476,breaks5
UT,55,breaks1
UT,55,breaks2
UT,55,breaks3
UT,55,breaks4
UT,55,breaks5
UT,104,breaks1
UT,104,breaks2
UT,104,breaks3
UT,104,breaks4
UT,104,breaks5
WA,3,breaks1
WA,3,breaks2
WA,3,breaks3
WA,3,breaks4
WA,3,breaks5
WA,5,breaks1
WA,5,breaks2
WA,5,breaks3
WA,5,breaks4
WA,5,breaks5
WA,8,breaks1
WA,8,breaks2
WA,8,breaks3
WA,8,breaks4
WA,8,breaks5
WA,9,breaks1
WA,9,breaks2
WA,9,breaks3
WA,9,breaks4
WA,9,breaks5
WA,10,breaks1
WA,10,breaks2
WA,10,breaks3
WA,10,breaks4
WA,10,breaks5
WA,11,breaks1
WA,11,breaks2
WA,11,breaks3
WA,11,breaks4
WA,11,breaks5
WA,14,breaks1
WA,14,breaks2
WA,14,breaks3
WA,14,breaks4
WA,14,breaks5
WA,15,breaks1
WA,15,breaks2
WA,15,breaks3
WA,15,breaks4
WA,15,breaks5
WA,22,breaks1
WA,22,breaks2
WA,22,breaks3
WA,22,breaks4
WA,22,breaks5
WA,25,breaks1
WA,25,breaks2
WA,25,breaks3
WA,25,breaks4
WA,25,breaks5
WA,26,breaks1
WA,26,breaks2
WA,26,breaks3
WA,26,breaks4
WA,26,breaks5
WA,29,breaks1
WA,29,breaks2
WA,29,breaks3
WA,29,breaks4
WA,29,breaks5
WA,34,breaks1
WA,34,breaks2
WA,34,breaks3
WA,34,breaks4
WA,34,breaks5
WA,41,breaks1
WA,41,breaks2
WA,41,breaks3
WA,41,breaks4
WA,41,breaks5
WA,46,breaks1
WA,46,breaks2
WA,46,breaks3
WA,46,breaks4
WA,46,breaks5
WA,57,breaks1
WA,57,breaks2
WA,57,breaks3
WA,57,breaks4
WA,57,breaks5
WA,61,breaks1
WA,61,breaks2
WA,61,breaks3
WA,61,breaks4
WA,61,breaks5
WA,62,breaks1
WA,62,breaks2
WA,62,breaks3
WA,62,breaks4
WA,62,breaks5
WA,63,breaks1
WA,63,breaks2
WA,63,breaks3
WA,63,breaks4
WA,63,breaks5
WA,64,breaks1
WA,64,breaks2
WA,64,breaks3
WA,64,breaks4
WA,64,breaks5
WA,68,breaks1
WA,68,breaks2
WA,68,breaks3
WA,68,breaks4
WA,68,breaks5
WA,72,breaks1
WA,72,breaks2
WA,72,breaks3
WA,72,breaks4
WA,72,breaks5
WA,84,breaks1
WA,84,breaks2
WA,84,breaks3
WA,84,breaks4
WA,84,breaks5
WA,89,breaks1
WA,89,breaks2
WA,89,breaks3
WA,89,breaks4
WA,89,breaks5
WA,90,breaks1
WA,90,breaks2
WA,90,breaks3
WA,90,breaks4
WA,90,breaks5
WA,98,breaks1
WA,98,breaks2
WA,98,breaks3
WA,98,breaks4
WA,98,breaks5
WA,106,breaks1
WA,106,breaks2
WA,106,breaks3
WA,106,breaks4
WA,106,breaks5
WA,111,breaks1
WA,111,breaks2
WA,111,breaks3
WA,111,breaks4
WA,111,breaks5
WA,119,breaks1
WA,119,breaks2
WA,119,breaks3
WA,119,breaks4
WA,119,breaks5
WA,121,breaks1
WA,121,breaks2
WA,121,breaks3
WA,121,breaks4
WA,121,breaks5
WA,122,breaks1
WA,122,breaks2
WA,122,breaks3
WA,122,breaks4
WA,122,breaks5
WA,123,breaks1
WA,123,breaks2
WA,123,breaks3
WA,123,breaks4
WA,123,breaks5
WA,130,breaks1
WA,130,breaks2
WA,130,breaks3
WA,130,breaks4
WA,130,breaks5
WA,131,breaks1
WA,131,breaks2
WA,131,breaks3
WA,131,breaks4
WA,131,breaks5
WA,139,breaks1
WA,139,breaks2
WA,139,breaks3
WA,139,breaks4
WA,139,breaks5
WA,150,breaks1
WA,150,breaks2
WA,150,breaks3
WA,150,breaks4
WA,150,breaks5
WA,154,breaks1
WA,154,breaks2
WA,154,breaks3
WA,154,breaks4
WA,154,breaks5
WA,155,breaks1
WA,155,breaks2
WA,155,breaks3
WA,155,breaks4
WA,155,breaks5
WA,156,breaks1
WA,156,breaks2
WA,156,breaks3
WA,156,breaks4
WA,156,breaks5
WA,157,breaks1
WA,157,breaks2
WA,157,breaks3
WA,157,breaks4
WA,157,breaks5
WA,158,breaks1
WA,158,breaks2
WA,158,breaks3
WA,158,breaks4
WA,158,breaks5
WA,159,breaks1
WA,159,breaks2
WA,159,breaks3
WA,159,breaks4
WA,159,breaks5
WA,161,breaks1
WA,161,breaks2
WA,161,breaks3
WA,161,breaks4
WA,161,breaks5
WA,166,breaks1
WA,166,breaks2
WA,166,breaks3
WA,166,breaks4
WA,166,breaks5
WA,167,breaks1
WA,167,breaks2
WA,167,breaks3
WA,167,breaks4
WA,167,breaks5
WA,168,breaks1
WA,168,breaks2
WA,168,breaks3
WA,168,breaks4
WA,168,breaks5
WA,170,breaks1
WA,170,breaks2
WA,170,breaks3
WA,170,breaks4
WA,170,breaks5
WA,173,breaks1
WA,173,breaks2
WA,173,breaks3
WA,173,breaks4
WA,173,breaks5
WA,179,breaks1
WA,179,breaks2
WA,179,breaks3
WA,179,breaks4
WA,179,breaks5
WA,182,breaks1
WA,182,breaks2
WA,182,breaks3
WA,182,breaks4
WA,182,breaks5
WA,184,breaks1
WA,184,breaks2
WA,184,breaks3
WA,184,breaks4
WA,184,breaks5
WA,185,breaks1
WA,185,breaks2
WA,185,breaks3
WA,185,breaks4
WA,185,breaks5
WA,186,breaks1
WA,186,breaks2
WA,186,breaks3
WA,186,breaks4
WA,186,breaks5
WA,192,breaks1
WA,192,breaks2
WA,192,breaks3
WA,192,breaks4
WA,192,breaks5
WA,194,breaks1
WA,194,breaks2
WA,194,breaks3
WA,194,breaks4
WA,194,breaks5
WA,195,breaks1
WA,195,breaks2
WA,195,breaks3
WA,195,breaks4
WA,195,breaks5
WA,197,breaks1
WA,197,breaks2
WA,197,breaks3
WA,197,breaks4
WA,197,breaks5
WA,200,breaks1
WA,200,breaks2
WA,200,breaks3
WA,200,breaks4
WA,200,breaks5
WA,203,breaks1
WA,203,breaks2
WA,203,breaks3
WA,203,breaks4
WA,203,breaks5
WA,205,breaks1
WA,205,breaks2
WA,205,breaks3
WA,205,breaks4
WA,205,breaks5
WA,206,breaks1
WA,206,breaks2
WA,206,breaks3
WA,206,breaks4
WA,206,breaks5
WA,208,breaks1
WA,208,breaks2
WA,208,breaks3
WA,208,breaks4
WA,208,breaks5
WA,210,breaks1
WA,210,breaks2
WA,210,breaks3
WA,210,breaks4
WA,210,breaks5
WA,212,breaks1
WA,212,breaks2
WA,212,breaks3
WA,212,breaks4
WA,212,breaks5
WA,213,breaks1
WA,213,breaks2
WA,213,breaks3
WA,213,breaks4
WA,213,breaks5
WA,219,breaks1
WA,219,breaks2
WA,219,breaks3
WA,219,breaks4
WA,219,breaks5
WA,220,breaks1
WA,220,breaks2
WA,220,breaks3
WA,220,breaks4
WA,220,breaks5
WA,226,breaks1
WA,226,breaks2
WA,226,breaks3
WA,226,breaks4
WA,226,breaks5
WA,228,breaks1
WA,228,breaks2
WA,228,breaks3
WA,228,breaks4
WA,228,breaks5
WA,230,breaks1
WA,230,breaks2
WA,230,breaks3
WA,230,breaks4
WA,230,breaks5
WA,231,breaks1
WA,231,breaks2
WA,231,breaks3
WA,231,breaks4
WA,231,breaks5
WA,232,breaks1
WA,232,breaks2
WA,232,breaks3
WA,232,breaks4
WA,232,breaks5
WA,243,breaks1
WA,243,breaks2
WA,243,breaks3
WA,243,breaks4
WA,243,breaks5
WA,246,breaks1
WA,246,breaks2
WA,246,breaks3
WA,246,breaks4
WA,246,breaks5
WA,248,breaks1
WA,248,breaks2
WA,248,breaks3
WA,248,breaks4
WA,248,breaks5
WA,258,breaks1
WA,258,breaks2
WA,258,breaks3
WA,258,breaks4
WA,258,breaks5
WA,260,breaks1
WA,260,breaks2
WA,260,breaks3
WA,260,breaks4
WA,260,breaks5
WA,262,breaks1
WA,262,breaks2
WA,262,breaks3
WA,262,breaks4
WA,262,breaks5
WA,263,breaks1
WA,263,breaks2
WA,263,breaks3
WA,263,breaks4
WA,263,breaks5
WA,274,breaks1
WA,274,breaks2
WA,274,breaks3
WA,274,breaks4
WA,274,breaks5
WA,277,breaks1
WA,277,breaks2
WA,277,breaks3
WA,277,breaks4
WA,277,breaks5
WA,281,breaks1
WA,281,breaks2
WA,281,breaks3
WA,281,breaks4
WA,281,breaks5
WA,287,breaks1
WA,287,breaks2
WA,287,breaks3
WA,287,breaks4
WA,287,breaks5
WA,291,breaks1
WA,291,breaks2
WA,291,breaks3
WA,291,breaks4
WA,291,breaks5
WA,293,breaks1
WA,293,breaks2
WA,293,breaks3
WA,293,breaks4
WA,293,breaks5
WA,294,breaks1
WA,294,breaks2
WA,294,breaks3
WA,294,breaks4
WA,294,breaks5
WA,299,breaks1
WA,299,breaks2
WA,299,breaks3
WA,299,breaks4
WA,299,breaks5
WA,300,breaks1
WA,300,breaks2
WA,300,breaks3
WA,300,breaks4
WA,300,breaks5
WA,302,breaks1
WA,302,breaks2
WA,302,breaks3
WA,302,breaks4
WA,302,breaks5
WA,307,breaks1
WA,307,breaks2
WA,307,breaks3
WA,307,breaks4
WA,307,breaks5
WA,309,breaks1
WA,309,breaks2
WA,309,breaks3
WA,309,breaks4
WA,309,breaks5
WA,313,breaks1
WA,313,breaks2
WA,313,breaks3
WA,313,breaks4
WA,313,breaks5
WA,315,breaks1
WA,315,breaks2
WA,315,breaks3
WA,315,breaks4
WA,315,breaks5
WA,333,breaks1
WA,333,breaks2
WA,333,breaks3
WA,333,breaks4
WA,333,breaks5
WA,335,breaks1
WA,335,breaks2
WA,335,breaks3
WA,335,breaks4
WA,335,breaks5
WA,345,breaks1
WA,345,breaks2
WA,345,breaks3
WA,345,breaks4
WA,345,breaks5
WA,348,breaks1
WA,348,breaks2
WA,348,breaks3
WA,348,breaks4
WA,348,breaks5
WA,353,breaks1
WA,353,breaks2
WA,353,breaks3
WA,353,breaks4
WA,353,breaks5
WA,359,breaks1
WA,359,breaks2
WA,359,breaks3
WA,359,breaks4
WA,359,breaks5
WA,365,breaks1
WA,365,breaks2
WA,365,breaks3
WA,365,breaks4
WA,365,breaks5
WA,367,breaks1
WA,367,breaks2
WA,367,breaks3
WA,367,breaks4
WA,367,breaks5
WA,369,breaks1
WA,369,breaks2
WA,369,breaks3
WA,369,breaks4
WA,369,breaks5
WA,373,breaks1
WA,373,breaks2
WA,373,breaks3
WA,373,breaks4
WA,373,breaks5
WA,374,breaks1
WA,374,breaks2
WA,374,breaks3
WA,374,breaks4
WA,374,breaks5
WA,376,breaks1
WA,376,breaks2
WA,376,breaks3
WA,376,breaks4
WA,376,breaks5
WA,379,breaks1
WA,379,breaks2
WA,379,breaks3
WA,379,breaks4
WA,379,breaks5
WA,380,breaks1
WA,380,breaks2
WA,380,breaks3
WA,380,breaks4
WA,380,breaks5
WA,393,breaks1
WA,393,breaks2
WA,393,breaks3
WA,393,breaks4
WA,393,breaks5
WA,401,breaks1
WA,401,breaks2
WA,401,breaks3
WA,401,breaks4
WA,401,breaks5
WA,410,breaks1
WA,410,breaks2
WA,410,breaks3
WA,410,breaks4
WA,410,breaks5
WA,430,breaks1
WA,430,breaks2
WA,430,breaks3
WA,430,breaks4
WA,430,breaks5
WA,435,breaks1
WA,435,breaks2
WA,435,breaks3
WA,435,breaks4
WA,435,breaks5
WA,438,breaks1
WA,438,breaks2
WA,438,breaks3
WA,438,breaks4
WA,438,breaks5
WA,441,breaks1
WA,441,breaks2
WA,441,breaks3
WA,441,breaks4
WA,441,breaks5
WA,455,breaks1
WA,455,breaks2
WA,455,breaks3
WA,455,breaks4
WA,455,breaks5
WA,470,breaks1
WA,470,breaks2
WA,470,breaks3
WA,470,breaks4
WA,470,breaks5
