State,breaks,break_end,keep,clust_n
OR,breaks4,2013,no,355
OR,breaks5,2022,no,355
OR,breaks1,1986,yes,356
OR,breaks2,1995,no,356
OR,breaks3,2004,no,356
OR,breaks4,2013,no,356
OR,breaks5,2022,no,356
OR,breaks1,1986,yes,357
OR,breaks2,1995,yes,357
OR,breaks3,2004,yes,357
OR,breaks4,2013,yes,357
OR,breaks5,2022,yes,357
OR,breaks1,NA,no,358
OR,breaks2,NA,no,358
OR,breaks3,NA,no,358
OR,breaks4,NA,no,358
OR,breaks5,NA,no,358
OR,breaks1,1986,yes,368
OR,breaks2,1995,yes,368
OR,breaks3,2004,yes,368
OR,breaks4,2013,yes,368
OR,breaks5,2022,yes,368
OR,breaks1,1986,no,370
OR,breaks2,1995,yes,370
OR,breaks3,2004,yes,370
OR,breaks4,2013,yes,370
OR,breaks5,2022,yes,370
OR,breaks1,1986,no,371
OR,breaks2,1995,no,371
OR,breaks3,2004,yes,371
OR,breaks4,2013,yes,371
OR,breaks5,2022,yes,371
OR,breaks1,1986,no,372
OR,breaks2,1995,no,372
OR,breaks3,2004,no,372
OR,breaks4,2013,yes,372
OR,breaks5,2022,yes,372
OR,breaks1,1986,no,378
OR,breaks2,1995,yes,378
OR,breaks3,2004,yes,378
OR,breaks4,2013,yes,378
OR,breaks5,2022,yes,378
OR,breaks1,1986,no,382
OR,breaks2,1995,yes,382
OR,breaks3,2004,yes,382
OR,breaks4,2013,yes,382
OR,breaks5,2022,yes,382
OR,breaks1,1986,yes,386
OR,breaks2,1995,yes,386
OR,breaks3,2004,yes,386
OR,breaks4,2013,yes,386
OR,breaks5,2022,yes,386
OR,breaks1,1986,yes,388
OR,breaks2,1995,yes,388
OR,breaks3,2004,yes,388
OR,breaks4,2013,yes,388
OR,breaks5,2022,yes,388
OR,breaks1,1986,yes,390
OR,breaks2,1995,yes,390
OR,breaks3,2004,yes,390
OR,breaks4,2013,yes,390
OR,breaks5,2022,yes,390
OR,breaks1,1986,yes,392
OR,breaks2,1995,no,392
OR,breaks3,2004,no,392
OR,breaks4,2013,no,392
OR,breaks5,2022,no,392
OR,breaks1,1986,yes,395
OR,breaks2,1995,yes,395
OR,breaks3,2004,yes,395
OR,breaks4,2013,yes,395
OR,breaks5,2022,yes,395
OR,breaks1,1986,yes,396
OR,breaks2,1995,yes,396
OR,breaks3,2004,yes,396
OR,breaks4,2013,yes,396
OR,breaks5,2022,yes,396
OR,breaks1,1986,yes,397
OR,breaks2,1995,yes,397
OR,breaks3,2004,yes,397
OR,breaks4,2013,yes,397
OR,breaks5,2022,yes,397
OR,breaks1,1986,yes,398
OR,breaks2,1995,no,398
OR,breaks3,2004,no,398
OR,breaks4,2013,no,398
OR,breaks5,2022,no,398
OR,breaks1,1988,yes,403
OR,breaks2,1997,yes,403
OR,breaks3,2006,yes,403
OR,breaks4,2015,yes,403
OR,breaks5,2024,yes,403
OR,breaks1,1986,yes,404
OR,breaks2,1995,yes,404
OR,breaks3,2004,yes,404
OR,breaks4,2013,yes,404
OR,breaks5,2022,yes,404
OR,breaks1,NA,no,411
OR,breaks2,NA,no,411
OR,breaks3,NA,no,411
OR,breaks4,NA,no,411
OR,breaks5,NA,no,411
OR,breaks1,1986,yes,420
OR,breaks2,1995,yes,420
OR,breaks3,2004,yes,420
OR,breaks4,2013,yes,420
OR,breaks5,2022,yes,420
OR,breaks1,1986,yes,421
OR,breaks2,1995,yes,421
OR,breaks3,2004,yes,421
OR,breaks4,2013,yes,421
OR,breaks5,2022,yes,421
OR,breaks1,1986,yes,422
OR,breaks2,1995,yes,422
OR,breaks3,2004,yes,422
OR,breaks4,2013,no,422
OR,breaks5,2022,no,422
OR,breaks1,1986,yes,423
OR,breaks2,1995,yes,423
OR,breaks3,2004,yes,423
OR,breaks4,2013,yes,423
OR,breaks5,2022,yes,423
OR,breaks1,NA,no,424
OR,breaks2,NA,no,424
OR,breaks3,NA,no,424
OR,breaks4,NA,no,424
OR,breaks5,NA,no,424
OR,breaks1,NA,no,425
OR,breaks2,NA,no,425
OR,breaks3,NA,no,425
OR,breaks4,NA,no,425
OR,breaks5,NA,no,425
OR,breaks1,NA,no,426
OR,breaks2,NA,no,426
OR,breaks3,NA,no,426
OR,breaks4,NA,no,426
OR,breaks5,NA,no,426
OR,breaks1,NA,no,440
OR,breaks2,NA,no,440
OR,breaks3,NA,no,440
OR,breaks4,NA,no,440
OR,breaks5,NA,no,440
OR,breaks1,NA,no,447
OR,breaks2,NA,no,447
OR,breaks3,NA,no,447
OR,breaks4,NA,no,447
OR,breaks5,NA,no,447
OR,breaks1,NA,no,448
OR,breaks2,NA,no,448
OR,breaks3,NA,no,448
OR,breaks4,NA,no,448
OR,breaks5,NA,no,448
OR,breaks1,NA,no,449
OR,breaks2,NA,no,449
OR,breaks3,NA,no,449
OR,breaks4,NA,no,449
OR,breaks5,NA,no,449
OR,breaks1,NA,no,451
OR,breaks2,NA,no,451
OR,breaks3,NA,no,451
OR,breaks4,NA,no,451
OR,breaks5,NA,no,451
OR,breaks1,1986,yes,454
OR,breaks2,1995,yes,454
OR,breaks3,2004,no,454
OR,breaks4,2013,yes,454
OR,breaks5,2022,no,454
OR,breaks1,1986,yes,456
OR,breaks2,1995,yes,456
OR,breaks3,2004,yes,456
OR,breaks4,2013,yes,456
OR,breaks5,2022,yes,456
OR,breaks1,1986,yes,464
OR,breaks2,1995,yes,464
OR,breaks3,2004,yes,464
OR,breaks4,2013,yes,464
OR,breaks5,2022,no,464
OR,breaks1,1986,yes,467
OR,breaks2,1995,yes,467
OR,breaks3,2004,yes,467
OR,breaks4,2013,yes,467
OR,breaks5,2022,yes,467
OR,breaks1,NA,no,468
OR,breaks2,NA,no,468
OR,breaks3,NA,no,468
OR,breaks4,NA,no,468
OR,breaks5,NA,no,468
OR,breaks1,NA,no,469
OR,breaks2,NA,no,469
OR,breaks3,NA,no,469
OR,breaks4,NA,no,469
OR,breaks5,NA,no,469
OR,breaks1,NA,no,474
OR,breaks2,NA,no,474
OR,breaks3,NA,no,474
OR,breaks4,NA,no,474
OR,breaks5,NA,no,474
OR,breaks1,NA,no,475
OR,breaks2,NA,no,475
OR,breaks3,NA,no,475
OR,breaks4,NA,no,475
OR,breaks5,NA,no,475
OR,breaks1,NA,no,476
OR,breaks2,NA,no,476
OR,breaks3,NA,no,476
OR,breaks4,NA,no,476
OR,breaks5,NA,no,476
UT,breaks1,NA,no,55
UT,breaks2,NA,no,55
UT,breaks3,NA,no,55
UT,breaks4,NA,no,55
UT,breaks5,NA,no,55
UT,breaks1,NA,no,104
UT,breaks2,NA,no,104
UT,breaks3,NA,no,104
UT,breaks4,NA,no,104
UT,breaks5,NA,no,104
WA,breaks1,NA,no,3
WA,breaks2,NA,no,3
WA,breaks3,NA,yes,3
WA,breaks4,NA,yes,3
WA,breaks5,NA,yes,3
WA,breaks1,NA,no,5
WA,breaks2,NA,no,5
WA,breaks3,NA,no,5
WA,breaks4,NA,no,5
WA,breaks5,NA,no,5
WA,breaks1,1986,no,8
WA,breaks2,1995,yes,8
WA,breaks3,2004,yes,8
WA,breaks4,2013,yes,8
WA,breaks5,2022,yes,8
WA,breaks1,1984,yes,9
WA,breaks2,1993,yes,9
WA,breaks3,2002,yes,9
WA,breaks4,2011,yes,9
WA,breaks5,2020,yes,9
WA,breaks1,1986,no,10
WA,breaks2,1995,yes,10
WA,breaks3,2004,yes,10
WA,breaks4,2013,yes,10
WA,breaks5,2022,yes,10
WA,breaks1,1986,yes,11
WA,breaks2,1995,yes,11
WA,breaks3,2004,yes,11
WA,breaks4,2013,yes,11
WA,breaks5,2022,yes,11
WA,breaks1,1986,yes,14
WA,breaks2,1995,yes,14
WA,breaks3,2004,yes,14
WA,breaks4,2013,yes,14
WA,breaks5,2022,no,14
WA,breaks1,1984,no,15
WA,breaks2,1993,yes,15
WA,breaks3,2002,yes,15
WA,breaks4,2011,yes,15
WA,breaks5,2020,yes,15
WA,breaks1,1986,yes,22
WA,breaks2,1995,yes,22
WA,breaks3,2004,yes,22
WA,breaks4,2013,yes,22
WA,breaks5,2022,yes,22
WA,breaks1,1986,yes,25
WA,breaks2,1995,yes,25
WA,breaks3,2004,yes,25
WA,breaks4,2013,yes,25
WA,breaks5,2022,yes,25
WA,breaks1,1986,yes,26
WA,breaks2,1995,yes,26
WA,breaks3,2004,yes,26
WA,breaks4,2013,yes,26
WA,breaks5,2022,yes,26
WA,breaks1,1986,yes,29
WA,breaks2,1995,yes,29
WA,breaks3,2004,yes,29
WA,breaks4,2013,yes,29
WA,breaks5,2022,yes,29
WA,breaks1,1986,yes,34
WA,breaks2,1995,yes,34
WA,breaks3,2004,yes,34
WA,breaks4,2013,yes,34
WA,breaks5,2022,yes,34
WA,breaks1,1986,yes,41
WA,breaks2,1995,yes,41
WA,breaks3,2004,yes,41
WA,breaks4,2013,yes,41
WA,breaks5,2022,yes,41
WA,breaks1,1986,yes,46
WA,breaks2,1995,yes,46
WA,breaks3,2004,yes,46
WA,breaks4,2013,yes,46
WA,breaks5,2022,yes,46
WA,breaks1,1986,yes,57
WA,breaks2,1995,yes,57
WA,breaks3,2004,yes,57
WA,breaks4,2013,yes,57
WA,breaks5,2022,yes,57
WA,breaks1,1986,yes,61
WA,breaks2,1995,yes,61
WA,breaks3,2004,yes,61
WA,breaks4,2013,yes,61
WA,breaks5,2022,yes,61
WA,breaks1,1986,yes,62
WA,breaks2,1995,yes,62
WA,breaks3,2004,yes,62
WA,breaks4,2013,yes,62
WA,breaks5,2022,yes,62
WA,breaks1,1986,yes,63
WA,breaks2,1995,yes,63
WA,breaks3,2004,yes,63
WA,breaks4,2013,yes,63
WA,breaks5,2022,yes,63
WA,breaks1,1986,yes,64
WA,breaks2,1995,yes,64
WA,breaks3,2004,yes,64
WA,breaks4,2013,yes,64
WA,breaks5,2022,yes,64
WA,breaks1,1986,no,68
WA,breaks2,1995,no,68
WA,breaks3,2004,yes,68
WA,breaks4,2013,yes,68
WA,breaks5,2022,no,68
WA,breaks1,1986,no,72
WA,breaks2,1995,yes,72
WA,breaks3,2004,yes,72
WA,breaks4,2013,yes,72
WA,breaks5,2022,yes,72
WA,breaks1,1986,yes,84
WA,breaks2,1995,yes,84
WA,breaks3,2004,yes,84
WA,breaks4,2013,yes,84
WA,breaks5,2022,yes,84
WA,breaks1,1986,yes,89
WA,breaks2,1995,yes,89
WA,breaks3,2004,yes,89
WA,breaks4,2013,yes,89
WA,breaks5,2022,yes,89
WA,breaks1,1986,yes,90
WA,breaks2,1995,yes,90
WA,breaks3,2004,yes,90
WA,breaks4,2013,yes,90
WA,breaks5,2022,yes,90
WA,breaks1,1986,no,98
WA,breaks2,1995,yes,98
WA,breaks3,2004,yes,98
WA,breaks4,2013,yes,98
WA,breaks5,2022,yes,98
WA,breaks1,1986,yes,106
WA,breaks2,1995,yes,106
WA,breaks3,2004,yes,106
WA,breaks4,2013,yes,106
WA,breaks5,2022,yes,106
WA,breaks1,1986,yes,111
WA,breaks2,1995,yes,111
WA,breaks3,2004,yes,111
WA,breaks4,2013,yes,111
WA,breaks5,2022,yes,111
WA,breaks1,1986,no,119
WA,breaks2,1995,no,119
WA,breaks3,2004,yes,119
WA,breaks4,2013,yes,119
WA,breaks5,2022,yes,119
WA,breaks1,1986,yes,121
WA,breaks2,1995,yes,121
WA,breaks3,2004,yes,121
WA,breaks4,2013,yes,121
WA,breaks5,2022,yes,121
WA,breaks1,1986,no,122
WA,breaks2,1995,no,122
WA,breaks3,2004,yes,122
WA,breaks4,2013,yes,122
WA,breaks5,2022,yes,122
WA,breaks1,1986,yes,123
WA,breaks2,1995,yes,123
WA,breaks3,2004,yes,123
WA,breaks4,2013,yes,123
WA,breaks5,2022,yes,123
WA,breaks1,1986,yes,130
WA,breaks2,1995,yes,130
WA,breaks3,2004,yes,130
WA,breaks4,2013,yes,130
WA,breaks5,2022,yes,130
WA,breaks1,1986,yes,131
WA,breaks2,1995,yes,131
WA,breaks3,2004,yes,131
WA,breaks4,2013,yes,131
WA,breaks5,2022,yes,131
WA,breaks1,1986,yes,139
WA,breaks2,1995,yes,139
WA,breaks3,2004,yes,139
WA,breaks4,2013,yes,139
WA,breaks5,2022,yes,139
WA,breaks1,1986,yes,150
WA,breaks2,1995,yes,150
WA,breaks3,2004,yes,150
WA,breaks4,2013,yes,150
WA,breaks5,2022,yes,150
WA,breaks1,1984,no,154
WA,breaks2,1993,yes,154
WA,breaks3,2002,yes,154
WA,breaks4,2011,yes,154
WA,breaks5,2020,yes,154
WA,breaks1,1986,yes,155
WA,breaks2,1995,yes,155
WA,breaks3,2004,yes,155
WA,breaks4,2013,yes,155
WA,breaks5,2022,yes,155
WA,breaks1,1986,yes,156
WA,breaks2,1995,yes,156
WA,breaks3,2004,yes,156
WA,breaks4,2013,yes,156
WA,breaks5,2022,yes,156
WA,breaks1,1986,yes,157
WA,breaks2,1995,yes,157
WA,breaks3,2004,yes,157
WA,breaks4,2013,yes,157
WA,breaks5,2022,yes,157
WA,breaks1,1986,no,158
WA,breaks2,1995,yes,158
WA,breaks3,2004,yes,158
WA,breaks4,2013,yes,158
WA,breaks5,2022,yes,158
WA,breaks1,1986,yes,159
WA,breaks2,1995,yes,159
WA,breaks3,2004,yes,159
WA,breaks4,2013,yes,159
WA,breaks5,2022,yes,159
WA,breaks1,1986,no,161
WA,breaks2,1995,yes,161
WA,breaks3,2004,yes,161
WA,breaks4,2013,yes,161
WA,breaks5,2022,yes,161
WA,breaks1,1986,yes,166
WA,breaks2,1995,yes,166
WA,breaks3,2004,yes,166
WA,breaks4,2013,yes,166
WA,breaks5,2022,yes,166
WA,breaks1,1986,yes,167
WA,breaks2,1995,yes,167
WA,breaks3,2004,yes,167
WA,breaks4,2013,yes,167
WA,breaks5,2022,yes,167
WA,breaks1,1986,yes,168
WA,breaks2,1995,no,168
WA,breaks3,2004,no,168
WA,breaks4,2013,no,168
WA,breaks5,2022,no,168
WA,breaks1,1986,yes,170
WA,breaks2,1995,yes,170
WA,breaks3,2004,yes,170
WA,breaks4,2013,yes,170
WA,breaks5,2022,yes,170
WA,breaks1,1984,no,173
WA,breaks2,1993,no,173
WA,breaks3,2002,no,173
WA,breaks4,2011,yes,173
WA,breaks5,2020,yes,173
WA,breaks1,1986,yes,179
WA,breaks2,1995,yes,179
WA,breaks3,2004,yes,179
WA,breaks4,2013,no,179
WA,breaks5,2022,no,179
WA,breaks1,1986,yes,182
WA,breaks2,1995,yes,182
WA,breaks3,2004,yes,182
WA,breaks4,2013,yes,182
WA,breaks5,2022,yes,182
WA,breaks1,1986,no,184
WA,breaks2,1995,no,184
WA,breaks3,2004,yes,184
WA,breaks4,2013,yes,184
WA,breaks5,2022,yes,184
WA,breaks1,1986,yes,185
WA,breaks2,1995,yes,185
WA,breaks3,2004,yes,185
WA,breaks4,2013,yes,185
WA,breaks5,2022,yes,185
WA,breaks1,1986,no,186
WA,breaks2,1995,no,186
WA,breaks3,2004,yes,186
WA,breaks4,2013,yes,186
WA,breaks5,2022,yes,186
WA,breaks1,1986,yes,192
WA,breaks2,1995,yes,192
WA,breaks3,2004,yes,192
WA,breaks4,2013,yes,192
WA,breaks5,2022,yes,192
WA,breaks1,1988,no,194
WA,breaks2,1997,no,194
WA,breaks3,2006,yes,194
WA,breaks4,2015,yes,194
WA,breaks5,2024,yes,194
WA,breaks1,1986,yes,195
WA,breaks2,1995,yes,195
WA,breaks3,2004,yes,195
WA,breaks4,2013,yes,195
WA,breaks5,2022,yes,195
WA,breaks1,1986,yes,197
WA,breaks2,1995,yes,197
WA,breaks3,2004,yes,197
WA,breaks4,2013,yes,197
WA,breaks5,2022,yes,197
WA,breaks1,1986,no,200
WA,breaks2,1995,no,200
WA,breaks3,2004,yes,200
WA,breaks4,2013,yes,200
WA,breaks5,2022,yes,200
WA,breaks1,1986,yes,203
WA,breaks2,1995,yes,203
WA,breaks3,2004,yes,203
WA,breaks4,2013,yes,203
WA,breaks5,2022,yes,203
WA,breaks1,1986,yes,205
WA,breaks2,1995,yes,205
WA,breaks3,2004,yes,205
WA,breaks4,2013,yes,205
WA,breaks5,2022,yes,205
WA,breaks1,1986,yes,206
WA,breaks2,1995,yes,206
WA,breaks3,2004,yes,206
WA,breaks4,2013,yes,206
WA,breaks5,2022,yes,206
WA,breaks1,1986,yes,208
WA,breaks2,1995,yes,208
WA,breaks3,2004,yes,208
WA,breaks4,2013,yes,208
WA,breaks5,2022,yes,208
WA,breaks1,1986,yes,210
WA,breaks2,1995,yes,210
WA,breaks3,2004,yes,210
WA,breaks4,2013,yes,210
WA,breaks5,2022,yes,210
WA,breaks1,1986,no,212
WA,breaks2,1995,no,212
WA,breaks3,2004,no,212
WA,breaks4,2013,no,212
WA,breaks5,2022,yes,212
WA,breaks1,1986,yes,213
WA,breaks2,1995,yes,213
WA,breaks3,2004,yes,213
WA,breaks4,2013,no,213
WA,breaks5,2022,no,213
WA,breaks1,1986,yes,219
WA,breaks2,1995,yes,219
WA,breaks3,2004,yes,219
WA,breaks4,2013,yes,219
WA,breaks5,2022,yes,219
WA,breaks1,1986,yes,220
WA,breaks2,1995,yes,220
WA,breaks3,2004,yes,220
WA,breaks4,2013,yes,220
WA,breaks5,2022,yes,220
WA,breaks1,1986,no,226
WA,breaks2,1995,no,226
WA,breaks3,2004,yes,226
WA,breaks4,2013,yes,226
WA,breaks5,2022,yes,226
WA,breaks1,1986,yes,228
WA,breaks2,1995,yes,228
WA,breaks3,2004,yes,228
WA,breaks4,2013,yes,228
WA,breaks5,2022,yes,228
WA,breaks1,1986,no,230
WA,breaks2,1995,yes,230
WA,breaks3,2004,yes,230
WA,breaks4,2013,yes,230
WA,breaks5,2022,yes,230
WA,breaks1,1986,yes,231
WA,breaks2,1995,yes,231
WA,breaks3,2004,yes,231
WA,breaks4,2013,yes,231
WA,breaks5,2022,yes,231
WA,breaks1,1986,yes,232
WA,breaks2,1995,yes,232
WA,breaks3,2004,yes,232
WA,breaks4,2013,yes,232
WA,breaks5,2022,yes,232
WA,breaks1,1986,no,243
WA,breaks2,1995,no,243
WA,breaks3,2004,no,243
WA,breaks4,2013,yes,243
WA,breaks5,2022,yes,243
WA,breaks1,1986,no,246
WA,breaks2,1995,no,246
WA,breaks3,2004,no,246
WA,breaks4,2013,yes,246
WA,breaks5,2022,yes,246
WA,breaks1,1986,yes,248
WA,breaks2,1995,yes,248
WA,breaks3,2004,yes,248
WA,breaks4,2013,yes,248
WA,breaks5,2022,yes,248
WA,breaks1,1986,no,258
WA,breaks2,1995,no,258
WA,breaks3,2004,yes,258
WA,breaks4,2013,yes,258
WA,breaks5,2022,yes,258
WA,breaks1,1986,no,260
WA,breaks2,1995,no,260
WA,breaks3,2004,yes,260
WA,breaks4,2013,yes,260
WA,breaks5,2022,no,260
WA,breaks1,1986,no,262
WA,breaks2,1995,yes,262
WA,breaks3,2004,yes,262
WA,breaks4,2013,yes,262
WA,breaks5,2022,yes,262
WA,breaks1,1986,yes,263
WA,breaks2,1995,yes,263
WA,breaks3,2004,yes,263
WA,breaks4,2013,yes,263
WA,breaks5,2022,yes,263
WA,breaks1,1986,no,274
WA,breaks2,1995,yes,274
WA,breaks3,2004,yes,274
WA,breaks4,2013,yes,274
WA,breaks5,2022,yes,274
WA,breaks1,1986,yes,277
WA,breaks2,1995,yes,277
WA,breaks3,2004,yes,277
WA,breaks4,2013,yes,277
WA,breaks5,2022,yes,277
WA,breaks1,1986,no,281
WA,breaks2,1995,yes,281
WA,breaks3,2004,yes,281
WA,breaks4,2013,yes,281
WA,breaks5,2022,yes,281
WA,breaks1,1986,yes,287
WA,breaks2,1995,no,287
WA,breaks3,2004,no,287
WA,breaks4,2013,no,287
WA,breaks5,2022,no,287
WA,breaks1,1986,no,291
WA,breaks2,1995,no,291
WA,breaks3,2004,yes,291
WA,breaks4,2013,yes,291
WA,breaks5,2022,yes,291
WA,breaks1,1983,no,293
WA,breaks2,1992,yes,293
WA,breaks3,2001,yes,293
WA,breaks4,2010,yes,293
WA,breaks5,2019,yes,293
WA,breaks1,1986,yes,294
WA,breaks2,1995,yes,294
WA,breaks3,2004,yes,294
WA,breaks4,2013,yes,294
WA,breaks5,2022,yes,294
WA,breaks1,1986,yes,299
WA,breaks2,1995,yes,299
WA,breaks3,2004,yes,299
WA,breaks4,2013,yes,299
WA,breaks5,2022,yes,299
WA,breaks1,1986,yes,300
WA,breaks2,1995,no,300
WA,breaks3,2004,no,300
WA,breaks4,2013,no,300
WA,breaks5,2022,no,300
WA,breaks1,1986,no,302
WA,breaks2,1995,no,302
WA,breaks3,2004,yes,302
WA,breaks4,2013,yes,302
WA,breaks5,2022,yes,302
WA,breaks1,1986,yes,307
WA,breaks2,1995,no,307
WA,breaks3,2004,no,307
WA,breaks4,2013,no,307
WA,breaks5,2022,no,307
WA,breaks1,1986,yes,309
WA,breaks2,1995,yes,309
WA,breaks3,2004,yes,309
WA,breaks4,2013,yes,309
WA,breaks5,2022,yes,309
WA,breaks1,1986,yes,313
WA,breaks2,1995,yes,313
WA,breaks3,2004,yes,313
WA,breaks4,2013,yes,313
WA,breaks5,2022,yes,313
WA,breaks1,1986,yes,315
WA,breaks2,1995,yes,315
WA,breaks3,2004,yes,315
WA,breaks4,2013,yes,315
WA,breaks5,2022,yes,315
WA,breaks1,NA,no,333
WA,breaks2,NA,no,333
WA,breaks3,NA,no,333
WA,breaks4,NA,no,333
WA,breaks5,NA,no,333
WA,breaks1,1984,no,335
WA,breaks2,1993,yes,335
WA,breaks3,2002,yes,335
WA,breaks4,2011,yes,335
WA,breaks5,2020,yes,335
WA,breaks1,1986,no,345
WA,breaks2,1995,no,345
WA,breaks3,2004,yes,345
WA,breaks4,2013,yes,345
WA,breaks5,2022,yes,345
WA,breaks1,1986,yes,348
WA,breaks2,1995,yes,348
WA,breaks3,2004,yes,348
WA,breaks4,2013,yes,348
WA,breaks5,2022,yes,348
WA,breaks1,1986,no,353
WA,breaks2,1995,yes,353
WA,breaks3,2004,yes,353
WA,breaks4,2013,yes,353
WA,breaks5,2022,no,353
WA,breaks1,1986,yes,359
WA,breaks2,1995,yes,359
WA,breaks3,2004,yes,359
WA,breaks4,2013,yes,359
WA,breaks5,2022,yes,359
WA,breaks1,1986,no,365
WA,breaks2,1995,no,365
WA,breaks3,2004,yes,365
WA,breaks4,2013,yes,365
WA,breaks5,2022,yes,365
WA,breaks1,1986,yes,367
WA,breaks2,1995,yes,367
WA,breaks3,2004,yes,367
WA,breaks4,2013,yes,367
WA,breaks5,2022,yes,367
WA,breaks1,1986,no,369
WA,breaks2,1995,no,369
WA,breaks3,2004,yes,369
WA,breaks4,2013,yes,369
WA,breaks5,2022,yes,369
WA,breaks1,1986,yes,373
WA,breaks2,1995,yes,373
WA,breaks3,2004,yes,373
WA,breaks4,2013,yes,373
WA,breaks5,2022,yes,373
WA,breaks1,1986,yes,374
WA,breaks2,1995,yes,374
WA,breaks3,2004,yes,374
WA,breaks4,2013,yes,374
WA,breaks5,2022,yes,374
WA,breaks1,1986,no,376
WA,breaks2,1995,no,376
WA,breaks3,2004,yes,376
WA,breaks4,2013,yes,376
WA,breaks5,2022,yes,376
WA,breaks1,1983,no,379
WA,breaks2,1992,no,379
WA,breaks3,2001,no,379
WA,breaks4,2010,no,379
WA,breaks5,2019,yes,379
WA,breaks1,1984,no,380
WA,breaks2,1993,yes,380
WA,breaks3,2002,yes,380
WA,breaks4,2011,yes,380
WA,breaks5,2020,yes,380
WA,breaks1,1986,yes,393
WA,breaks2,1995,yes,393
WA,breaks3,2004,yes,393
WA,breaks4,2013,yes,393
WA,breaks5,2022,yes,393
WA,breaks1,1986,no,401
WA,breaks2,1995,no,401
WA,breaks3,2004,yes,401
WA,breaks4,2013,no,401
WA,breaks5,2022,no,401
WA,breaks1,1986,yes,410
WA,breaks2,1995,yes,410
WA,breaks3,2004,yes,410
WA,breaks4,2013,yes,410
WA,breaks5,2022,yes,410
WA,breaks1,NA,no,430
WA,breaks2,NA,no,430
WA,breaks3,NA,no,430
WA,breaks4,NA,no,430
WA,breaks5,NA,no,430
WA,breaks1,1986,no,435
WA,breaks2,1995,no,435
WA,breaks3,2004,yes,435
WA,breaks4,2013,yes,435
WA,breaks5,2022,yes,435
WA,breaks1,1986,yes,438
WA,breaks2,1995,no,438
WA,breaks3,2004,no,438
WA,breaks4,2013,no,438
WA,breaks5,2022,no,438
WA,breaks1,1986,no,441
WA,breaks2,1995,yes,441
WA,breaks3,2004,yes,441
WA,breaks4,2013,yes,441
WA,breaks5,2022,yes,441
WA,breaks1,1986,yes,455
WA,breaks2,1995,yes,455
WA,breaks3,2004,yes,455
WA,breaks4,2013,yes,455
WA,breaks5,2022,yes,455
WA,breaks1,1986,yes,470
WA,breaks2,1995,yes,470
WA,breaks3,2004,yes,470
WA,breaks4,2013,yes,470
WA,breaks5,2022,yes,470